Var1,Var2,Cat1,Cat2,Cat3,Var3,Var4,Var5,Cat4,Var6,Var7,Var8,Target
112.9,122.7,1,1,1,7.4,23.04,2.4,0,15.07,825.9,199.1,1
86.4,173.7,0,0,0,4.7,12.8,2.1,0,13.7,982.2,149.6,0
111.8,137.1,1,0,0,3,5.68,2.8,1,5.83,1113.2,97.2,1
105.4,161.6,0,0,0,3.3,6.64,3.2,0,0.99,1298.3,138.5,1
98,199.3,0,0,0,2.3,10.5,2.3,0,19.2,1420.4,164,0
117.5,160.2,0,0,1,1.8,32.8,2.3,0,12.1,1352.6,174.7,1
100.3,147.1,1,1,1,3,64.4,2.3,0,11.7,1143.4,187.1,0
103.3,159.2,0,1,1,2.6,0.72,2.9,1,2.64,739.5,158.9,1
94,154.5,0,0,0,1.1,19.44,2.5,0,0.44,1019.1,120.1,1
93.8,128,0,1,1,2.3,60,2.1,0,6.1,1230.4,154,0
98.3,127.8,0,0,0,7.3,36.3,2.1,0,14.9,833.6,102.9,0
95.9,115.5,1,0,1,1.2,84.3,2.8,1,0.4,1140.4,147,0
96.3,152.8,1,1,1,5.2,5.04,2.2,0,4.84,902.2,121,1
110.1,108.6,0,0,0,3.2,6.8,2.6,0,9.9,1172.5,172.7,1
81.8,122.2,1,0,1,3.9,25,2.2,1,3.4,1340.2,185.1,0
112.6,186.3,0,1,1,2.2,38.4,2.5,1,6.9,1077.7,181.7,1
106.2,148,0,1,1,3.8,24.4,2.2,1,1.9,1050.9,133.7,0
103.2,138.4,0,0,0,2.3,23.04,2.5,0,11.55,788.6,176.5,1
102.5,157.4,0,0,0,2,7.52,2.7,0,7.48,885.5,195.4,1
101.4,159.4,0,1,1,8.5,36.32,2.8,1,7.15,1261.5,122.3,1
118.8,188.9,0,1,1,4.1,14.24,2.6,0,0.55,789.6,141.3,1
113.1,144.8,1,1,1,4.7,8.24,3,0,2.86,1172.6,194.6,1
88.9,162.8,0,1,1,6.5,29.28,2.5,1,5.94,796.8,96.4,1
90.5,152,0,1,1,3.5,3.52,2.4,1,11.55,667.6,124.6,0
99,125.8,0,0,0,14.6,5.6,3,0,2.3,1133.8,138.2,0
111.8,147.9,1,0,0,3.1,14.8,2.2,1,9.7,1084.2,127.2,0
102.2,192.7,0,1,1,1,51.44,2.6,0,12.76,1128.7,173.6,1
109.5,145.8,1,1,1,1.4,12.9,2.1,0,6.3,768.7,150.7,0
124.1,158.3,1,1,1,4.5,16.64,2.6,0,3.52,1044.9,190.4,1
100.4,141.1,1,0,0,1,2.7,2.3,1,4.5,1095.6,132.6,0
126.4,135.2,1,0,0,4.8,12.48,2.4,1,22.99,932.7,158.4,1
76.6,158.2,0,0,0,8.6,1.5,2.6,0,3.1,624.7,199.9,1
100.3,135.7,1,1,1,3.3,11.68,2.7,0,1.76,840.9,171.4,1
108.9,113.6,0,0,1,6.8,38.08,3.2,0,6.27,794.1,131.2,1
98.5,151.5,0,1,1,2.3,0.88,2.7,1,2.31,1353.1,145.1,0
94.3,157.4,1,1,1,2,17.92,3.2,0,25.74,1063.9,88.2,1
94.3,144.7,1,0,0,10.3,22.4,2.6,1,8.91,1369.9,158.8,1
107.7,166.9,0,0,0,6.9,21.04,3.1,0,7.04,1157.5,188.5,1
110.1,115.6,0,0,0,2,2.64,3.2,0,2.2,1148.2,126,1
90.1,150.4,0,0,0,3.5,24.88,3,0,6.71,1193,95,1
115.3,153.3,1,1,1,7.5,86.4,2.4,0,20.9,1210.6,193.7,1
113,171,0,0,1,1.3,5.4,2.7,0,16.6,571.7,115.9,0
97.6,136,0,0,0,5.8,60.8,3,1,3.6,836.1,147.8,0
108.3,134.8,0,0,0,5.1,3.6,2.4,0,10.56,1000.1,185.8,1
120.3,122.1,1,1,1,2.3,4.1,2.6,0,7.6,1043.4,116.5,0
95,110.7,1,0,0,5.1,112.2,2.5,1,5.2,960.5,159.9,0
111.6,144.4,0,0,0,3.3,24.4,2.8,0,5.61,770.3,130.2,1
108.9,121.5,0,1,1,3.8,12.7,2.2,1,2.3,1031.7,171,0
94.5,186.9,0,0,0,4.5,5.76,3.2,0,1.32,1454.4,80.7,1
100.8,153.7,0,0,0,9.9,19.5,2.2,1,2.9,1156.1,111.5,0
109.8,207.8,1,0,0,12.4,5.3,2.8,1,3.8,848.6,111.3,1
97.9,118.5,0,1,1,3.1,3.3,2.8,1,13.4,1028.4,159.7,0
106.3,105.9,0,0,0,2.7,2.4,2.5,0,9.02,723.6,165,1
99.3,159.4,1,0,1,4.3,2.16,3.2,1,1.43,1004,151.3,1
101.6,157.7,0,1,1,7.6,6,3,1,0.3,1260.1,136,0
106.2,67.5,1,0,1,2,15,2.4,1,3.8,698.9,156.7,0
98.3,134.9,0,0,0,1,21.28,2.3,0,5.06,1012,124.8,1
116.7,90.2,0,0,0,1.9,3.92,2.4,0,11.44,1090,146.1,1
93.5,163.7,0,0,0,1,11.84,2.7,0,30.69,1025.7,145.4,1
101.1,92.6,0,0,0,10.1,41.1,2.6,0,10.7,1162.6,143.5,0
87.6,153.9,1,1,1,2.7,41.2,2.8,0,8.69,751.1,116.5,1
98.6,122,1,0,1,3,3.2,3.1,1,32.34,886,193.8,1
98.5,181.2,0,0,0,3.9,71.1,2.6,0,6.2,699.6,190.8,0
106.1,114.6,0,0,0,5.2,37,2.7,0,38.6,1018,176.4,0
105.2,168.1,0,0,0,2.6,19.8,2.2,0,1.6,704.9,135.5,0
101.6,143.7,0,0,1,0.7,14.24,2.7,0,7.92,949.7,117.9,1
103.8,131.6,1,0,1,0.8,2.72,2.9,1,21.23,1265.6,119.2,1
96.1,170.4,0,0,0,11.2,15,3,0,10.4,901.3,197.4,0
116.2,141.6,1,1,1,1.2,49.44,2.5,0,5.5,879.9,182.9,1
103.1,152.2,1,0,0,1.3,57.2,2.5,1,2.7,810.3,187.5,1
110.5,161.1,1,0,1,5.7,14.32,2.6,1,2.97,963.6,198.9,1
112.4,107.9,0,1,1,0.6,17.7,2.6,0,4.7,905.7,110,0
89.3,155.4,1,0,0,1.6,2.08,3,1,10.23,1145.3,171.2,1
105.5,148.8,1,1,1,1.8,4,2.9,0,2.64,1089.7,89,1
91.2,157.1,0,0,0,8.7,0.8,3,0,15.51,1288.1,94.1,1
99.8,148.7,1,1,1,6.7,20.56,3.1,0,10.01,921.7,179.4,1
112.8,220.7,1,0,1,4.7,2.7,2.3,1,3.8,981.2,165,0
97.6,122,1,1,1,4.6,31.12,3.1,0,0.55,1310.9,193.1,1
106.4,137.8,1,0,1,7.5,20.48,2.5,1,0.44,1178.8,82.2,1
109.8,126.3,0,1,1,6.1,2.08,2.6,1,6.93,1219,156.8,1
99.9,164.2,0,0,0,4,9.04,2.8,0,0.11,1429.1,180.1,1
81.9,160.9,0,1,1,13.8,17.44,2.5,0,16.72,1400.3,173.6,1
100.1,166.5,0,1,1,9.6,56.4,2.7,0,12.8,748.4,127.1,0
104.1,145.7,0,0,0,1.1,11.2,2.9,0,7.04,989.2,133.2,1
91.2,154.5,0,0,0,6,26.6,2.7,0,47.2,916.6,163.1,0
105.5,128.5,0,0,0,7.4,16.56,2.2,0,8.25,1044.9,155.9,1
96.7,136.4,0,1,1,11.2,12.16,2.6,1,1.32,916.9,153.4,1
87.4,179.6,0,0,0,1.9,77.2,2.8,0,5.7,1005,114.9,0
120.5,164.1,1,1,1,9,31.36,2.9,0,9.24,656.5,199.8,1
122.4,126.4,0,0,0,1.7,0.56,2.7,0,16.28,868.6,127.6,1
81.2,157.5,1,0,1,2.5,11.52,2.2,1,17.05,549,143.5,1
99.6,159.4,1,0,0,4.3,8.48,2.9,1,12.76,828.2,142.3,1
103,133.8,0,1,1,4.8,14.3,2.2,1,8.2,929,171.8,0
98.2,101.5,0,0,0,1.5,11.8,2.2,0,10.3,1236.5,171.2,0
114.9,148.1,0,0,0,1.7,13.5,2.3,0,2.7,870.7,103.3,0
99.8,176.9,1,0,1,1.1,1.2,2,1,7.7,944.3,187.8,0
115.7,147.7,1,0,0,9.6,46.24,2.2,1,8.47,894.8,117.2,1
100.7,141.8,0,1,1,4.4,7.84,3.2,0,4.95,949.9,95.3,1
93.2,155.9,0,0,1,4.8,11.4,2,0,6.3,876.4,101,0
92.9,156.1,0,0,0,4.8,8.3,2.8,0,16.4,834,134.1,0
116.9,155.7,0,0,1,2.4,5.8,2.4,0,3.7,1271.4,108.4,0
98.7,141.1,1,0,0,1.9,9.7,2.7,1,5.6,1252.7,152.5,0
107.7,163.4,0,1,1,2.2,10.56,2.5,0,4.4,1516.3,178.6,1
87.8,152.8,0,0,0,2.1,4,2.3,0,13.64,948.6,128.5,1
107,110.5,0,1,1,2.1,24.08,2.7,0,14.74,1131.7,182,1
91.4,192.3,0,0,0,4.4,2.4,2.3,0,1.3,1189.4,161.4,0
118.2,131.6,0,1,1,3.1,37.12,2.9,1,11,629.9,121.7,1
105.7,123.5,1,0,0,3.3,21.52,3.1,1,12.87,1345.9,182.3,1
100.4,113,0,0,0,2.8,35.84,2.7,0,7.15,1180.2,164.4,1
132.4,148.7,0,0,0,5.3,42.24,2.9,0,1.21,1212.5,143,1
98.4,172.9,0,0,0,5.3,38.5,2.8,1,6.5,705.4,189.4,0
118.4,91.5,1,1,1,7.4,22.88,2.6,0,11.55,1316.5,113.5,1
110.5,151.8,0,0,0,4.2,1.9,2.2,0,9.3,1222.8,156.3,0
99.3,179.6,1,1,1,2.6,23.36,3.2,0,2.64,1603.1,199.4,1
94,157.5,0,0,0,5.3,20.5,2.7,0,6.1,917.2,162.4,0
93.7,79,1,1,1,1.8,52.96,2.3,0,4.95,1091,164.1,1
100.2,171,0,0,0,4.7,7.52,2.5,0,12.21,883.2,198.4,1
92.6,112.4,0,0,0,4,28.32,2.9,0,2.31,788.6,163,1
105,147.7,1,1,1,3.6,16,2.6,0,3.96,1094,177,1
115.5,139.9,0,0,0,7.9,66.4,2.8,0,13.1,1097.6,177.8,0
98.3,132.2,0,1,1,3.5,18.4,2.6,0,4.29,1178.4,172,1
91.4,107.9,0,1,1,5.4,5.76,2.2,1,14.41,871.2,155.6,1
114.4,130.6,1,1,1,1,33.68,2.2,0,4.84,969,126.9,1
80.9,114.3,0,1,1,4.3,9.7,3,0,2.4,1400.9,163.4,0
110.5,169.7,1,1,1,0.7,7.6,3.2,0,16.17,942.4,184.5,1
105.9,134.3,0,0,1,7.1,28.2,2.1,0,5.7,918.5,142.9,0
116.1,119.8,1,1,1,3.9,15.2,3.2,0,6.05,1127,184.2,1
103,156,0,1,1,1.6,12.32,2.7,0,0.44,1260.1,136.3,1
106.4,161.8,0,0,1,7,1.52,2.4,0,12.54,1237.6,164.1,1
97.3,113.5,1,1,1,1.6,24.8,2.5,0,14.52,1005.2,137.5,1
111.3,152.3,1,1,1,7,7.3,2.8,0,3.5,816.7,195,0
86,161,1,1,1,2.3,7.84,2.6,0,11.22,1048,190.3,1
102.6,109.6,0,0,1,4.5,3.7,2.7,0,6.4,1289.1,177.1,0
115.1,137.5,0,0,0,6,11.9,2.7,0,42.8,1018.5,126.5,0
102.1,159.7,0,0,0,4.5,16.9,3,1,11.7,1017.2,155.2,0
106.5,158.4,0,0,0,1.9,1.9,2.3,0,2,1270.9,136.7,0
115.9,145.2,1,1,1,2.5,4.24,3.1,0,3.52,705.7,112.5,1
96.9,189.9,1,0,1,3.1,37.8,2.2,1,6.8,1099.2,184.3,0
115.2,75.9,1,1,1,2.7,18.88,2.4,0,6.49,1252.1,103.4,1
100.8,169.5,0,1,1,8.2,19.6,3,1,14.9,1040.3,155.8,0
97.4,108.6,0,0,0,5,8.9,2.1,1,7.4,894.3,140.4,0
96.2,112.5,0,1,1,7,4.64,3.1,0,1.76,404.4,178.9,1
111.1,153,1,1,1,3.6,15.12,3.2,0,11.66,1110.2,190.5,1
111.5,137.9,0,0,1,2.3,19.28,2.5,0,5.72,1018.8,167.5,1
85.9,159.8,1,0,1,7.2,6.7,2,1,6.5,1373.2,179.9,0
119,134.2,1,0,1,3.3,120.1,2.3,1,1.8,920.9,123.8,0
108.9,114.4,1,0,0,11.9,1.52,2.5,1,0.77,787.2,91.5,1
115.5,199.4,1,1,1,6,10,2.7,0,2.42,778.7,199.1,1
112.3,110.6,0,1,1,1.1,12.56,2.9,0,28.6,859.2,115.6,1
100.1,161.5,0,0,0,7.3,5.9,2.9,0,2,1001.3,172.7,0
117.1,101.4,1,1,1,0.9,14.48,3.1,0,22.33,1180.5,180.2,1
97.1,183.9,0,0,1,5.7,22.5,2.8,0,5.3,963.8,177.5,0
102.2,149.2,0,0,1,3.2,9.52,2.2,0,16.83,1137.6,177.4,1
117.1,92.4,0,0,0,10.1,5.76,2.4,0,28.49,1200.7,97.7,1
121.3,131.7,0,0,0,0.6,23.52,2.4,0,6.38,1110.7,94,1
99.1,181.3,0,0,0,2.4,61.7,2.7,0,9.3,816.4,187.6,0
106.7,211.6,0,1,1,4.1,18.6,3,1,5.9,1141.3,113.8,0
104.7,133.9,0,0,0,3,22.7,2.9,1,8.3,1030.5,100.7,0
95.6,136.1,1,0,0,1.2,11.04,2.4,1,0.55,926,145.7,1
100.2,80.8,1,1,1,4.4,9.04,2.4,0,16.39,1118.4,190.9,1
112,121.8,0,1,1,4.1,44.72,2.5,0,1.76,1010.1,175.7,1
104,127.5,1,1,1,5.3,5.84,2.9,0,28.38,1048.2,116,1
107.6,175.3,1,1,1,6.8,4.32,3,0,10.23,1285.7,179,1
98.7,141.6,0,0,0,4.5,38.3,2.8,0,4,945.1,128.3,0
104.4,130.7,0,1,1,4.4,4,2.9,0,9.7,963.9,152.5,0
81.3,134,0,0,0,3.6,20.6,2.9,1,3.3,1327.8,126.6,0
108.4,124.6,0,0,1,2,34.72,2.5,0,23.87,841.6,167.3,1
111.8,174.4,0,0,0,4.1,12.9,2.3,1,16.9,1290,191.8,1
93.6,178.5,0,1,1,2,0.8,2.3,0,14.8,696.1,191.9,0
103.1,176.6,0,0,0,7,14.6,2.3,0,6.7,1545.7,115.5,0
103.8,121.4,1,1,1,6.5,28.24,3,0,36.52,1073.9,107.4,1
129.3,136.2,0,0,1,6,8.72,2.5,0,5.06,1056.3,122.2,1
109.4,222.2,0,1,1,5.7,14.5,2.6,0,21.8,1092.2,121.6,0
104.7,149.7,0,1,1,5.4,1.6,2.8,0,6.93,1177.5,118.4,1
107.9,106.5,0,0,0,2.6,28.8,2.4,0,5,1292.6,126.2,0
87.6,149.4,0,0,0,5.1,14,2.6,0,7.6,891.3,136.2,0
105,132,1,1,1,2.9,14.7,2.1,0,17,863.5,162.4,0
101.5,157.1,0,1,1,4.8,19.6,2.8,0,22.77,913.1,126.8,1
98.3,167.1,0,1,1,3.2,35.8,2.9,0,11.5,828.9,171.5,0
101.8,140.9,0,0,1,3.9,52.5,2.4,0,2,1049.1,142.8,0
107.6,140.6,0,1,1,1.9,5.12,2.4,0,0.11,1247.3,146.3,1
85.8,203.2,0,1,1,5.8,11.2,2.4,0,9.4,936.2,108.1,0
114.8,152.7,0,0,0,0.7,27.2,2.8,0,4.29,1319.2,105.3,1
97,89.4,0,0,0,4.5,4.24,3,0,2.53,1241.3,161.3,1
99.8,123.1,1,1,1,1.2,1.12,2.7,0,7.92,1356,118.5,0
102.4,113.1,1,1,1,1.2,31.36,3.1,0,51.48,1276.1,176.7,1
102.2,131.8,0,0,0,1.6,2.88,2.5,0,24.86,1023.3,86.5,1
101.1,188.1,1,1,1,1.6,7.1,2,0,8.1,1193.9,145.3,0
126.6,149.8,1,1,1,1.5,2.8,2.2,0,5.17,1215.7,133.8,1
93.5,115.1,0,0,0,2,38,2.6,0,7.04,999.1,95.3,1
104.2,155.7,0,0,1,8.6,24.9,2.2,0,4.7,1174.4,147.6,0
104.1,101.2,1,1,1,1.9,3.84,2.4,0,6.05,938.7,84.7,1
95.8,117.9,0,0,1,9.4,2.7,2.6,0,22.8,1195.4,126,0
119.4,138,0,1,1,1.6,0.8,3.2,1,24.09,874.2,175.3,1
114.9,184,0,0,0,11.2,9.52,2.4,0,3.85,1124.8,111.3,0
105.6,161.2,1,0,1,6.4,0.1,2.1,1,1.3,938.5,155.4,0
109,114,0,0,0,2.7,4.9,2.9,1,5.4,1208.8,154.9,0
92.5,161.2,0,0,0,1.6,14.9,2.4,1,1.8,1146,119.8,0
103.8,163.9,0,0,0,3.6,24.24,3,0,5.06,954.3,159.4,1
103,129.2,1,0,1,13.6,39.76,2.6,1,3.08,1329.7,80.2,1
94.5,76.3,1,0,1,0.5,2.2,2,1,6.6,949.6,167.6,0
97.1,152.3,0,0,0,5,9.2,3.1,0,1.54,706.8,123.8,1
86.5,155,0,0,0,2.2,15.5,2,0,3.4,984.3,110.6,0
91.8,171.2,0,1,1,3.8,11.7,2.1,1,3,1240.3,116.4,0
108,109.4,1,1,1,4.2,15.6,3.2,0,5.39,1065.4,104.2,1
92.2,128.8,1,1,1,1,0.56,2.7,0,5.94,1010.1,190.8,1
116.3,126.5,1,0,0,5,74,2.6,1,3.85,1120.1,108.1,1
89.1,108.2,0,0,0,4,19.76,2.8,0,7.7,970.9,88.4,1
100.5,145.4,1,0,0,10.4,50.32,2.5,1,8.91,815.6,94.9,1
95.4,154,0,0,0,3.9,12.6,2.1,0,0.5,851.9,123.8,0
95.8,139.4,1,0,0,1.3,1.1,2,1,34,787.8,123.6,0
105.4,131.5,0,0,1,2.3,0.3,2.2,0,5.8,766.4,141.1,0
116.7,137.3,0,1,1,2.7,4.5,2,0,2.2,1088.4,120.2,0
108.8,185.2,1,1,1,0.5,9.28,2.9,0,12.65,945.2,115.9,1
113.2,141.3,0,0,0,2.4,12.96,2.3,0,17.38,1045.3,161,1
96.2,175.4,0,1,1,4.1,3.6,2.4,0,6,1294.5,141.5,0
89.1,114.4,0,0,0,1.7,1.12,2.7,0,5.72,728.8,132.7,1
86.5,119.9,1,0,0,6.3,13.5,2,1,2.4,744,175,0
93,132.4,1,0,0,1.9,11.4,3,1,23.8,775,197.8,0
96.9,161.4,0,1,1,2.7,20,2.1,1,3,1344.5,167.7,0
93.6,166.7,0,0,0,8.5,0.3,2.4,1,4.6,736.8,187,0
81.3,176.6,1,1,1,1.6,9.5,2,0,7.7,988.4,135.4,0
111.5,173,1,0,0,6.6,0.4,2.8,1,30.8,1102.7,87,1
92.7,138,0,1,1,3.6,24.96,3.1,0,1.43,891,95.2,1
107.2,192.5,0,1,1,1.1,6.9,2.7,1,0.4,1080.3,112.8,0
94.6,188.4,0,0,0,1.2,96.7,2.1,1,1.7,900.5,105.6,0
110.6,172,1,0,1,2.4,4.6,2,1,6.7,1046.5,173.5,0
117.6,217.9,0,0,0,9.4,8.3,2.4,0,1.8,1315.5,154,0
109.4,107.3,1,0,0,3.3,23.9,2.1,1,2.4,1521.2,119.7,0
115,114.4,1,1,1,4.3,36.4,2.4,0,17.71,868,187.8,1
80.3,168.3,0,0,0,6.4,0.96,2.2,0,15.4,1280,184,1
97.8,77.5,0,0,0,2.3,6.88,2.4,0,6.27,1220.7,145.7,1
104.4,160.1,0,0,1,11,66.5,2.2,0,20,1160.7,139.5,0
105.2,134.2,0,0,0,1.8,17,2.1,0,11.8,1058.4,180.8,0
120.3,148.2,0,0,0,1.9,27.2,2.9,0,26.8,1041.3,144.2,0
96,127.9,1,1,1,4.3,10.3,2.2,0,13.8,953.9,103.2,0
123,152.5,0,0,1,4,12.96,2.9,0,25.74,817.4,165.2,1
112.7,76.1,1,0,0,1.8,23.84,2.8,1,2.42,1088.3,150.5,1
97,152.1,0,0,0,6.3,39.9,2.3,0,2,749.5,145.7,0
106.9,86.1,0,1,1,2.9,5.3,2.9,1,7.5,1096.7,105.6,0
100.9,136.5,1,0,1,7.9,1.04,2.3,1,26.4,870.5,86.7,1
113.5,140.9,0,0,0,1.4,6.72,2.3,0,10.78,951.1,116.8,1
113.9,87.3,0,0,0,3.4,0.88,3.2,0,4.95,958.7,142.5,1
110.5,139.8,0,1,1,2.3,7.84,2.3,0,29.81,914,152.1,1
99.4,191.9,0,1,1,3.4,7.4,2.6,1,13.3,1103.5,173.5,0
95,177.2,0,0,0,8,7.4,2.8,0,7.2,810.4,152.4,0
120,173.8,0,1,1,5.3,8,2.8,1,6.27,1381,95,1
105.2,138.7,0,1,1,4.9,51.92,3.1,1,3.41,1411.4,195.8,1
99.3,158,0,0,0,3.5,30.96,2.4,0,6.71,993.2,124.4,1
102.7,142.1,0,1,1,0.6,11.52,2.3,0,6.38,1091.2,163.2,0
77.2,85.9,0,0,0,3.9,45.8,2.5,0,7.6,919.2,116.8,0
98.4,130.4,0,0,0,4.6,4.08,2.4,0,1.98,800.4,118.5,1
91.2,176.7,0,0,0,6,8.1,2.8,0,12.9,918.5,152.6,0
98.5,130.4,0,0,1,7.5,0.5,2.6,0,4.8,811.8,121.1,0
99.2,220.4,0,0,1,1.6,13.1,2.3,0,4.1,783.8,143.4,0
118.8,135.7,0,0,0,3.5,9.68,2.3,0,3.3,1425.8,193.3,1
106.1,114.6,0,1,1,1.3,36.8,2.2,1,8.69,884.2,179.3,1
100.3,103.9,0,1,1,2.4,119,2.7,1,14.1,1180.4,158.1,0
103.6,136.7,0,0,0,6.3,1.7,3,0,2.5,958,134.1,0
108.9,168.9,0,0,0,2,33.84,2.2,0,17.6,1154.2,107.6,1
99.1,158.3,1,0,1,9.2,47.76,2.4,1,3.08,929.7,160.9,1
107.8,155,1,1,1,1.1,11.92,2.7,0,7.81,970.4,80.9,1
71.9,129.9,1,0,0,5.5,8.7,2.6,1,25.8,862.8,145.3,0
100.4,190.3,0,0,0,7.1,2.64,2.4,0,4.18,1312.4,178.1,1
117.6,148.4,0,0,0,3.5,9.1,2.1,0,9.4,1129.2,160.9,0
96.4,150.1,1,1,1,3.6,0.1,2.8,0,0.7,1177.4,101.1,0
100.5,106.6,0,0,0,10.3,52.3,2.7,0,16,809.7,110.5,0
125,189.6,0,0,1,1.8,9.68,3.1,0,0.77,1112,130.1,1
98.3,94.8,0,1,1,4.7,53.36,2.7,1,51.81,1141.8,163.1,1
116.6,194,0,0,0,5.1,5.4,2.6,0,6.5,460.1,179.8,0
104.9,84.2,0,0,0,5.2,15.4,2.9,1,6.7,1155,168.6,0
112.2,179,1,0,0,4.9,13.2,2.2,1,1.54,942.8,137.8,1
112.5,132,1,1,1,4.2,34.4,2.2,0,3.74,1205.8,108.1,1
105.9,165.1,0,1,1,5.9,8.9,2.2,0,29.4,1057.6,102.5,0
102.2,94.9,0,0,0,4.7,31.6,2.1,0,3,1295.3,187.6,0
106,144.4,1,0,0,4.7,4.9,2.6,1,7.3,869.4,193.3,0
99.4,110.8,0,1,1,6.3,2.1,2,1,2.2,1304.3,171.3,0
102.9,71.1,1,0,0,12.2,4.88,3.1,1,3.19,963.9,116.5,1
105.6,116.3,0,0,0,5.2,11.8,2.1,1,19.3,1119.2,183.9,0
117,143.8,1,0,1,5.7,12.08,2.2,1,22.44,785.7,175.1,1
93.6,197.1,1,0,1,0.5,14.3,2.2,1,4.3,1147.4,166.1,0
94.8,133.8,1,1,1,4.7,22.6,2.5,0,8.9,1117.5,195.7,0
101.2,112.5,0,0,1,2,22.9,2,0,4.3,1307.5,149.1,0
108.3,161.6,1,1,1,3,4.9,2.8,0,4.1,523.5,190.1,0
113.4,179.5,0,1,1,2.3,17.7,2.3,1,6,830.8,135.1,0
87.6,143.6,0,0,0,6.2,9,2.9,1,31.4,1151.5,190.8,1
101.9,111.8,0,1,1,6.1,3.2,2.5,1,13.1,723.7,107.4,0
101.6,121.6,0,0,1,2.7,11.68,2.5,0,1.43,854.5,87.4,1
102.4,101.6,0,1,1,3.9,2,2,1,11.5,1010.1,136.5,0
115.7,138.5,1,1,1,7.3,8.72,2.5,0,6.82,1490.1,140.6,1
97.8,152.4,0,0,0,1.5,5.04,2.4,0,2.2,1121.2,199.4,1
95.6,166.3,0,0,0,3.1,37.12,2.3,0,22.33,678.6,123.1,1
116.8,128.3,0,0,0,5.4,27.2,2.7,0,9.2,1080.8,119.5,0
100.3,81.8,0,0,1,1.9,29.52,2.5,0,15.07,1272.6,188.5,1
101.7,126.9,1,0,1,2.2,6.2,2,1,9.7,1431.9,140.5,0
87.9,168.9,0,1,1,0.7,9.36,3.2,1,10.01,1007.4,134,1
101.7,220.3,0,0,0,7.2,3.84,2.5,0,5.39,768.1,147.8,1
106.4,175.4,0,0,1,5,20,3.1,0,25.3,745.7,87.7,1
94.8,205.4,0,1,1,8.8,62.1,2.4,0,7.3,1178.1,136.8,0
112.6,126.5,0,0,0,2.2,16.4,2.2,0,0.8,995.1,159.2,0
106,174.9,1,0,0,1.9,28.5,2.2,1,3.1,691.7,171.5,0
100.8,88.8,0,0,0,1.3,46.4,2,0,13.4,1516.1,178.7,0
87.9,148.8,1,0,0,6.5,46.4,2.2,1,2.3,1194.5,132.4,0
98.8,150,0,0,0,2.2,44.96,2.9,0,2.42,801,199.6,1
114.5,160.5,0,0,0,1.8,4.08,2.6,0,12.65,1031,198.3,1
106.7,193.4,0,0,1,2.1,6.7,3,0,12.6,683.4,199.4,0
111.8,118,1,0,1,1.8,13.76,2.2,1,4.07,861.1,96.4,1
92.9,118.6,0,0,0,3.9,31.5,2.7,0,1.5,1230.9,187.7,0
89.2,150.3,0,0,0,2.2,142.9,2.5,0,5.7,763,127.6,0
96.2,65.1,1,0,0,7,6.64,3.1,1,12.87,793.9,124.1,1
98.8,116.8,0,0,0,1,1.68,2.8,0,6.27,1093,123.5,1
92.5,179.8,0,0,0,4.1,16.8,2.6,0,13.42,1158.9,110.1,1
118.9,137.8,0,0,1,5.7,0.8,3,0,5.83,1015.4,128,0
92.2,88.9,0,1,1,4.3,3.44,3.1,0,3.63,1052.1,93.3,1
112,137.6,0,0,0,0.9,6.16,2.8,0,0.77,835,163.1,1
127.6,152.8,0,0,0,1.3,15.9,2.7,0,5,737.1,157.9,0
117.5,122.3,0,1,1,9.3,7.04,3.1,0,15.73,1119.4,192.2,1
92.5,106.2,0,1,1,1.8,9.7,2.2,1,20,881.1,172,0
107.3,156.6,1,0,1,2.4,3.28,2.4,1,23.87,1252.5,173.2,1
100.6,153.2,0,0,0,10.1,52.3,2.6,0,13,669.8,129.6,1
99.4,166.8,0,0,1,10.3,0.1,2.1,0,12.4,1372.5,126.3,0
100.6,107.2,0,0,1,7.9,3.36,2.5,0,12.1,798.4,126.7,0
93.5,166.8,0,1,1,0.3,5.92,3.2,0,2.97,619,151.9,1
102.5,86.5,1,0,1,4.6,9.44,3.1,1,13.09,1170.5,149.8,1
90.5,120.8,0,0,0,5,24.56,3,0,0.99,1162.4,162.8,1
93.5,128,0,0,0,2.7,14.2,2.2,1,0.5,1261,157.5,0
107.9,162.4,1,1,1,4.7,15.9,2.4,0,1.6,1212,107.4,0
110.4,143.4,0,0,1,11.2,43.2,2.1,0,8.6,648.3,103.4,0
86.5,130.7,1,0,1,4.2,21.8,2.9,1,1.9,1101.8,108.7,0
109.7,143.4,1,0,1,0.8,27.68,2.6,1,6.49,1125.4,89.2,1
89,193.1,0,0,0,5.4,19.52,2.9,0,12.98,897.2,152.4,0
99.8,142.3,0,1,1,3,14.08,2.4,0,3.63,1248.6,153.9,1
114,145.5,0,0,0,1.8,32.1,2.4,0,25.4,1141.6,110.3,0
115.7,115.7,1,1,1,10.7,30,2.8,0,7.3,873.6,166.4,0
96.4,150.8,0,1,1,6.3,58.4,2.8,1,4.18,1130.3,119.9,1
94,106.1,0,0,0,6,110.1,2.6,1,20.2,1157.7,176.4,0
109.6,148.7,0,1,1,7.7,10.96,2.4,0,3.52,1057.8,179.7,1
96.5,168,0,0,0,1.8,11.8,3,1,7.7,1162,162.6,0
107.9,133.1,0,1,1,4.7,22.08,2.8,0,3.63,1101.7,90,1
107.6,160.1,1,0,1,1.8,9.44,2.4,1,17.71,946.6,140.3,0
